real_time,TIME_SINCE_MARK,CURRENT_STAGE,ALTITUDE_ASL,DOWN_RANGE,SPEED_SURFACE,SPEED_ORBITAL,MASS,ACCELERATION,Q,AO_A,AO_S,AO_D,ALTITUDE_TRUE,PITCH,GRAVITY_LOSSES,DRAG_LOSSES,STEERING_LOSSES,DELTA_V_EXPENDED
22.00793651,20.47998047,9,780.161214,11.88247143,64.13111083,443.4995623,534.1470007,1.385701272,2381.101323,0.71975182,0.423619005,0.834974456,681.9979847,89.99242554,14.79956092,0.008011748,244.6520126,264.4720305
22.24206349,20.69998026,9,794.8649195,12.08179888,64.97046688,443.6279331,533.6089147,1.387077915,2438.388433,0.7167986,0.415743808,0.828458689,696.6261624,89.99802246,15.12654549,0.008294206,247.191113,267.4634963
22.47619048,20.91998005,9,809.7536769,12.2822943,65.81325687,443.7584716,533.070867,1.388594967,2496.483956,0.71533415,0.408488158,0.823507891,711.4391881,90,15.45753365,0.008644423,249.7272402,270.4581251
22.71031746,21.13997984,9,824.8281763,12.48317947,66.65862171,443.8907112,532.5328573,1.390029368,2555.329268,0.71497981,0.401268709,0.819673447,726.4376232,89.99324646,15.79253455,0.008994919,252.2603146,273.4557805
22.94444444,21.35997963,9,840.0891322,12.68514638,67.50776794,444.0238478,531.9948934,1.391527771,2614.99966,0.713863447,0.392589051,0.814547041,741.6221941,89.99440308,16.1315632,0.009345686,254.7907287,276.4569455
23.17857143,21.57997942,9,855.5372266,12.88709517,68.35955314,444.1566726,531.4570135,1.393013865,2675.430976,0.708526961,0.379987351,0.803754318,756.9937587,89.99160461,16.47463064,0.009696703,257.3177641,279.4609238
23.41269841,21.79997921,9,871.1731444,13.08937097,69.2149159,444.2889896,530.919103,1.394552314,2736.667039,0.694313619,0.360846569,0.782412774,772.552728,89.995224,16.82175206,0.01004795,259.841913,282.468696
23.6468254,22.019979,9,886.9977398,13.29026359,70.07384718,444.4212636,530.3811621,1.396414148,2798.727356,0.666877294,0.333016053,0.745180043,788.3000483,89.97986145,17.17294266,0.01039941,262.3628652,285.4805431
23.88095238,22.23997879,9,903.011816,13.49016888,70.93709083,444.5547723,529.8432211,1.39817445,2861.67192,0.622875911,0.295713761,0.689281886,804.2364843,89.93657837,17.52821992,0.010751076,264.8794632,288.4959579
24.11507937,22.45997858,9,919.2163562,13.6884717,71.804343,444.6912228,529.3052114,1.400099418,2925.46832,0.560387292,0.249567006,0.613168153,820.36286,89.86713562,17.8875984,0.011102958,267.3916298,291.515895
